CNPJ;Razao Social;Codigo do Cliente;Numero do Contrato;DR do Contrato;Codigo do Centro de Custos;Centro de Custos;Numero da Fatura;DR da Fatura;Status da Fatura;Inicio do Ciclo de Faturamento;Fim do Ciclo de Faturamento;Data de Emissao;Data de Vencimento;Data de Pagamento;Data de Cancelamento;Data de Fechamento;;;;;;;;;
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 18,03;R$ 18,03;785754516;OS785754516BR;R$ 88,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28896000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 27,04;R$ 27,04;785754122;OS785754122BR;R$ 88,38;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5619000;SAO PAULO;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 27,05;R$ 27,05;785751700;OS785751700BR;R$ 89,36;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;32310000;CONTAGEM;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,05;R$ 27,05;785753484;OS785753484BR;R$ 89,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31620000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;360;R$ 28,16;R$ 28,16;785752625;OS785752625BR;R$ 89,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31080000;;;200;1100;1600;0;36000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,44;R$ 18,44;785752210;OS785752210BR;R$ 91,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28990000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 18,06;R$ 18,06;785753538;OS785753538BR;R$ 91,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23946000;ANGRA DOS REIS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;760;R$ 29,29;R$ 29,29;785752563;OS785752563BR;R$ 91,91;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80730000;CURITIBA;PR;200;1100;1600;0;76000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3298;PAC CONTRATO AG;1;180;R$ 15,72;R$ 15,72;760015409;OL760015409BR;R$ 92,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23906000;ANGRA DOS REIS;RJ;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,46;R$ 18,46;785752104;OS785752104BR;R$ 93,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36200000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 27,10;R$ 27,10;785755043;OS785755043BR;R$ 94,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;11055000;SANTOS;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;453;R$ 56,55;R$ 56,55;785753541;OS785753541BR;R$ 94,23;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;45027000;;;200;1100;1600;0;45300
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,11;R$ 27,11;785754357;OS785754357BR;R$ 95,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;2402000;SAO PAULO;SP;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 10,01;R$ 10,01;785753714;OS785753714BR;R$ 95,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28013000;CAMPOS DOS GOYTACAZES;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 10,01;R$ 10,01;785753056;OS785753056BR;R$ 95,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23855000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,14;R$ 27,14;785753263;OS785753263BR;R$ 98,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1332000;SAO PAULO;SP;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 27,14;R$ 27,14;785754048;OS785754048BR;R$ 98,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,14;R$ 27,14;785753745;OS785753745BR;R$ 98,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4534000;SAO PAULO;SP;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;787;R$ 29,36;R$ 29,36;785754269;OS785754269BR;R$ 98,91;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4795000;SAO PAULO;SP;200;1100;1600;0;78700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 18,14;R$ 18,14;785752121;OS785752121BR;R$ 99,33;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36038000;JUIZ DE FORA;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,14;R$ 18,14;785753728;OS785753728BR;R$ 99,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27933000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 18,55;R$ 18,55;785752855;OS785752855BR;R$ 102,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23894000;SEROPEDICA;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,55;R$ 18,55;785754989;OS785754989BR;R$ 102,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23860000;MANGARATIBA;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,18;R$ 27,18;785752957;OS785752957BR;R$ 102,64;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;32310000;CONTAGEM;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;813;R$ 29,40;R$ 29,40;785753405;OS785753405BR;R$ 102,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4240000;SAO PAULO;SP;200;1100;1600;0;81300
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,19;R$ 27,19;785751639;OS785751639BR;R$ 103,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 27,20;R$ 27,20;785753612;OS785753612BR;R$ 104,74;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30441000;;;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 27,21;R$ 27,21;785751523;OS785751523BR;R$ 105,41;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4677000;SAO PAULO;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,22;R$ 27,22;785754051;OS785754051BR;R$ 106,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30360000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 10,14;R$ 10,14;785752325;OS785752325BR;R$ 108,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25086000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,25;R$ 27,25;785754621;OS785754621BR;R$ 109,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 10,17;R$ 10,17;785752339;OS785752339BR;R$ 111,18;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25620000;PETROPOLIS;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 18,64;R$ 18,64;785752461;OS785752461BR;R$ 111,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;26600000;PARACAMBI;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 36,03;R$ 36,03;785752055;OS785752055BR;R$ 112,16;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35160000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,30;R$ 27,30;785752356;OS785752356BR;R$ 114,72;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5044000;SAO PAULO;SP;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,31;R$ 27,31;785753524;OS785753524BR;R$ 115,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;71915000;BRASILIA;DF;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,32;R$ 27,32;785751642;OS785751642BR;R$ 116,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5054000;SAO PAULO;SP;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,33;R$ 27,33;785753688;OS785753688BR;R$ 117,68;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 42,76;R$ 42,76;785754785;OS785754785BR;R$ 117,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;37570000;OURO FINO;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,34;R$ 27,34;785754224;OS785754224BR;R$ 118,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30150000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 42,77;R$ 42,77;785754241;OS785754241BR;R$ 118,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;39740000;GUANHAES;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 10,24;R$ 10,24;785754462;OS785754462BR;R$ 118,92;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25640000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 10,27;R$ 10,27;785753881;OS785753881BR;R$ 121,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25655000;PETROPOLIS;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;520;R$ 29,59;R$ 29,59;785754105;OS785754105BR;R$ 121,88;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4795000;SAO PAULO;SP;200;1100;1600;0;52000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;767;R$ 41,03;R$ 41,03;785754431;OS785754431BR;R$ 122,49;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;90450000;PORTO ALEGRE;RS;200;1100;1600;0;76700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 10,28;R$ 10,28;785751877;OS785751877BR;R$ 122,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25635000;PETROPOLIS;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 10,30;R$ 10,30;785754286;OS785754286BR;R$ 124,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28051000;CAMPOS DOS GOYTACAZES;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 18,79;R$ 18,79;785752078;OS785752078BR;R$ 126,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27522000;RESENDE;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,42;R$ 27,42;785754520;OS785754520BR;R$ 126,88;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30770000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 10,34;R$ 10,34;785751925;OS785751925BR;R$ 128,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25230000;;;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,44;R$ 27,44;785754652;OS785754652BR;R$ 128,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6473000;BARUERI;SP;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,43;R$ 18,43;785755009;OS785755009BR;R$ 128,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27910000;MACAE;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 18,44;R$ 18,44;785754003;OS785754003BR;R$ 129,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28610000;NOVA FRIBURGO;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,45;R$ 27,45;785753983;OS785753983BR;R$ 129,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;11088000;SANTOS;SP;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;360;R$ 28,57;R$ 28,57;785754768;OS785754768BR;R$ 130,74;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31255000;BELO HORIZONTE;MG;200;1100;1600;0;36000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;300;R$ 42,89;R$ 42,89;785754944;OS785754944BR;R$ 130,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;39100000;DIAMANTINA;MG;200;1100;1600;0;30000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 27,46;R$ 27,46;785754547;OS785754547BR;R$ 130,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4757000;SAO PAULO;SP;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;80;R$ 27,47;R$ 27,47;785754555;OS785754555BR;R$ 131,91;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;8041000;SAO PAULO;SP;200;1100;1600;0;8000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,48;R$ 27,48;785752594;OS785752594BR;R$ 132,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30330000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;480;R$ 37,15;R$ 37,15;785753073;OS785753073BR;R$ 132,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35700000;;;200;1100;1600;0;48000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 27,48;R$ 27,48;785754290;OS785754290BR;R$ 132,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;3304000;SAO PAULO;SP;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,85;R$ 18,85;785754140;OS785754140BR;R$ 132,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28200000;SAO JOAO DA BARRA;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3140;SEDEX 12 CONTRATO AG;1;580;R$ 50,53;R$ 50,53;82232613;OE082232613BR;R$ 133,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30160000;BELO HORIZONTE;MG;200;1100;1600;0;58000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 42,92;R$ 42,92;785755026;OS785755026BR;R$ 133,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35544000;SAO GONCALO DO PARA;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;180;R$ 27,52;R$ 27,52;785754935;OS785754935BR;R$ 136,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;440;R$ 28,65;R$ 28,65;785751418;OS785751418BR;R$ 138,95;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31030000;BELO HORIZONTE;MG;200;1100;1600;0;44000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,57;R$ 27,57;785751863;OS785751863BR;R$ 141,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1317000;SAO PAULO;SP;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3298;PAC CONTRATO AG;1;160;R$ 21,24;R$ 21,24;760015390;OL760015390BR;R$ 142,88;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;88025000;FLORIANOPOLIS;SC;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 10,52;R$ 10,52;785754119;OS785754119BR;R$ 146,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28051000;CAMPOS DOS GOYTACAZES;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 43,06;R$ 43,06;785753820;OS785753820BR;R$ 147,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35410000;OURO PRETO;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 27,64;R$ 27,64;785752095;OS785752095BR;R$ 148,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30380000;;;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;320;R$ 28,75;R$ 28,75;785751381;OS785751381BR;R$ 148,84;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,65;R$ 27,65;785751452;OS785751452BR;R$ 149,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;71919000;BRASILIA;DF;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;320;R$ 28,76;R$ 28,76;785751466;OS785751466BR;R$ 149,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;9320000;MAUA;SP;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,66;R$ 27,66;785754207;OS785754207BR;R$ 150,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 43,10;R$ 43,10;785751421;OS785751421BR;R$ 151,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35368000;SERICITA;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,70;R$ 27,70;785752943;OS785752943BR;R$ 154,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;33200000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 27,70;R$ 27,70;785754856;OS785754856BR;R$ 154,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13466000;AMERICANA;SP;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 10,62;R$ 10,62;785754860;OS785754860BR;R$ 156,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25740000;;;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 27,73;R$ 27,73;785752926;OS785752926BR;R$ 157,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30350000;BELO HORIZONTE;MG;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,73;R$ 27,73;785754737;OS785754737BR;R$ 157,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30330000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,74;R$ 27,74;785752603;OS785752603BR;R$ 158,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31275000;BELO HORIZONTE;MG;200;1100;1600;0;20000
